zone_id,observation_count,total_precipitation,mean_precipitation,max_precipitation,wet_intervals,pct_wet_intervals,grid_lat,grid_lon,latitude,longitude
55,48,0.5,0.0104,0.4,2,0.0417,40.575,-73.995,40.5769,-73.9905
65,48,0.5,0.0104,0.4,2,0.0417,40.695,-73.985,40.6954,-73.9856
71,48,0.5,0.0104,0.4,2,0.0417,40.645,-73.935,40.6439,-73.9377
72,48,0.5,0.0104,0.4,2,0.0417,40.655,-73.925,40.6525,-73.9202
85,48,0.5,0.0104,0.4,2,0.0417,40.645,-73.955,40.6473,-73.9522
89,48,0.5,0.0104,0.4,2,0.0417,40.645,-73.965,40.641,-73.9627
91,48,0.5,0.0104,0.4,2,0.0417,40.625,-73.935,40.6274,-73.9325
108,48,0.5,0.0104,0.4,2,0.0417,40.585,-73.985,40.5891,-73.9804
123,48,0.5,0.0104,0.4,2,0.0417,40.605,-73.965,40.6002,-73.9652
149,48,0.5,0.0104,0.4,2,0.0417,40.605,-73.945,40.6066,-73.9485
165,48,0.5,0.0104,0.4,2,0.0417,40.625,-73.955,40.621,-73.9546
178,48,0.5,0.0104,0.4,2,0.0417,40.615,-73.975,40.6176,-73.9707
183,48,0.5,0.0104,0.4,2,0.0417,40.845,-73.835,40.8496,-73.8319
210,48,0.5,0.0104,0.4,2,0.0417,40.595,-73.945,40.5938,-73.9443
242,48,0.5,0.0104,0.4,2,0.0417,40.845,-73.835,40.8496,-73.8399
257,48,0.5,0.0104,0.4,2,0.0417,40.655,-73.975,40.6537,-73.9772
3,48,0.5,0.0104,0.3,2,0.0417,40.865,-73.845,40.8659,-73.8495
28,48,0.5,0.0104,0.3,3,0.0625,40.715,-73.805,40.7109,-73.8073
32,48,0.5,0.0104,0.3,2,0.0417,40.865,-73.865,40.8645,-73.8646
81,48,0.5,0.0104,0.3,2,0.0417,40.875,-73.845,40.8774,-73.8455
174,48,0.5,0.0104,0.3,2,0.0417,40.875,-73.875,40.8769,-73.8778
175,48,0.5,0.0104,0.3,3,0.0625,40.745,-73.755,40.7433,-73.7574
184,48,0.5,0.0104,0.3,2,0.0417,40.865,-73.805,40.8648,-73.8046
185,48,0.5,0.0104,0.3,2,0.0417,40.855,-73.855,40.8535,-73.8552
187,48,0.5,0.0104,0.3,2,0.0417,40.625,-74.145,40.6255,-74.1412
192,48,0.5,0.0104,0.3,3,0.0625,40.745,-73.815,40.7444,-73.8152
208,48,0.5,0.0104,0.3,2,0.0417,40.825,-73.825,40.8247,-73.8249
240,48,0.5,0.0104,0.3,2,0.0417,40.895,-73.875,40.8947,-73.8791
254,48,0.5,0.0104,0.3,2,0.0417,40.885,-73.855,40.8832,-73.8583
259,48,0.5,0.0104,0.3,2,0.0417,40.895,-73.855,40.8991,-73.8564
12,48,0.5,0.0104,0.2,3,0.0625,40.705,-74.015,40.7025,-74.0155
88,48,0.5,0.0104,0.2,3,0.0625,40.705,-74.015,40.7034,-74.0113
261,48,0.5,0.0104,0.2,3,0.0625,40.705,-74.015,40.709,-74.0129
245,48,0.4,0.0083,0.4,1,0.0208,40.625,-74.105,40.6285,-74.1032
9,48,0.4,0.0083,0.3,2,0.0417,40.755,-73.785,40.7544,-73.788
16,48,0.4,0.0083,0.3,2,0.0417,40.765,-73.775,40.7612,-73.7717
22,48,0.4,0.0083,0.3,2,0.0417,40.605,-73.995,40.6096,-73.9943
25,48,0.4,0.0083,0.3,2,0.0417,40.685,-73.985,40.6856,-73.9865
26,48,0.4,0.0083,0.3,2,0.0417,40.625,-73.985,40.6286,-73.9896
40,48,0.4,0.0083,0.3,2,0.0417,40.675,-73.995,40.6785,-73.9958
52,48,0.4,0.0083,0.3,2,0.0417,40.685,-73.995,40.6866,-73.9969
66,48,0.4,0.0083,0.3,2,0.0417,40.705,-73.985,40.7017,-73.9864
73,48,0.4,0.0083,0.3,2,0.0417,40.755,-73.805,40.7537,-73.8066
98,48,0.4,0.0083,0.3,2,0.0417,40.735,-73.775,40.7338,-73.7796
102,48,0.4,0.0083,0.3,2,0.0417,40.705,-73.885,40.7027,-73.882
106,48,0.4,0.0083,0.3,2,0.0417,40.675,-73.995,40.6734,-73.9918
115,48,0.4,0.0083,0.3,2,0.0417,40.625,-74.095,40.6201,-74.0925
133,48,0.4,0.0083,0.3,2,0.0417,40.635,-73.975,40.6394,-73.9743
135,48,0.4,0.0083,0.3,2,0.0417,40.725,-73.825,40.7294,-73.824
146,48,0.4,0.0083,0.3,2,0.0417,40.755,-73.935,40.7545,-73.9336
150,48,0.4,0.0083,0.3,2,0.0417,40.585,-73.945,40.5803,-73.9429
154,48,0.4,0.0083,0.3,2,0.0417,40.595,-73.895,40.5931,-73.8961
155,48,0.4,0.0083,0.3,2,0.0417,40.615,-73.905,40.6178,-73.9068
171,48,0.4,0.0083,0.3,2,0.0417,40.765,-73.805,40.7689,-73.8089
196,48,0.4,0.0083,0.3,2,0.0417,40.725,-73.865,40.7236,-73.864
198,48,0.4,0.0083,0.3,2,0.0417,40.705,-73.905,40.7045,-73.902
252,48,0.4,0.0083,0.3,2,0.0417,40.785,-73.815,40.7884,-73.8154
18,48,0.4,0.0083,0.2,2,0.0417,40.865,-73.885,40.8688,-73.8869
24,48,0.4,0.0083,0.2,2,0.0417,40.805,-73.965,40.802,-73.9656
47,48,0.4,0.0083,0.2,2,0.0417,40.845,-73.895,40.8458,-73.8969
48,48,0.4,0.0083,0.2,2,0.0417,40.765,-73.985,40.7622,-73.9899
51,48,0.4,0.0083,0.2,2,0.0417,40.875,-73.835,40.8741,-73.8304
78,48,0.4,0.0083,0.2,2,0.0417,40.845,-73.885,40.846,-73.8866
94,48,0.4,0.0083,0.2,2,0.0417,40.855,-73.905,40.8583,-73.9006
100,48,0.4,0.0083,0.2,2,0.0417,40.755,-73.985,40.7535,-73.9888
134,48,0.4,0.0083,0.2,3,0.0625,40.705,-73.825,40.7088,-73.83
137,48,0.4,0.0083,0.2,2,0.0417,40.745,-73.975,40.7404,-73.9771
140,48,0.4,0.0083,0.2,2,0.0417,40.765,-73.955,40.7655,-73.9546
141,48,0.4,0.0083,0.2,2,0.0417,40.765,-73.955,40.7668,-73.9597
142,48,0.4,0.0083,0.2,2,0.0417,40.775,-73.985,40.7739,-73.9814
143,48,0.4,0.0083,0.2,2,0.0417,40.775,-73.985,40.7758,-73.988
158,48,0.4,0.0083,0.2,3,0.0625,40.735,-74.005,40.7352,-74.0084
161,48,0.4,0.0083,0.2,2,0.0417,40.755,-73.975,40.7582,-73.9774
162,48,0.4,0.0083,0.2,2,0.0417,40.755,-73.975,40.7568,-73.9721
166,48,0.4,0.0083,0.2,2,0.0417,40.805,-73.965,40.8096,-73.9618
170,48,0.4,0.0083,0.2,2,0.0417,40.745,-73.975,40.7477,-73.9769
193,48,0.4,0.0083,0.2,2,0.0417,40.765,-73.945,40.7617,-73.9403
202,48,0.4,0.0083,0.2,2,0.0417,40.765,-73.955,40.7612,-73.9504
229,48,0.4,0.0083,0.2,2,0.0417,40.755,-73.965,40.7566,-73.9652
230,48,0.4,0.0083,0.2,2,0.0417,40.755,-73.985,40.7598,-73.9842
233,48,0.4,0.0083,0.2,2,0.0417,40.745,-73.975,40.7492,-73.9713
243,48,0.4,0.0083,0.2,2,0.0417,40.855,-73.935,40.8587,-73.9328
249,48,0.4,0.0083,0.2,3,0.0625,40.735,-74.005,40.7346,-74.0025
53,48,0.3,0.0062,0.3,1,0.0208,40.785,-73.845,40.782,-73.8441
121,48,0.3,0.0062,0.3,1,0.0208,40.725,-73.795,40.7273,-73.7997
251,48,0.3,0.0062,0.3,1,0.0208,40.615,-74.125,40.6196,-74.1232
4,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.975,40.7242,-73.977
7,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.925,40.7611,-73.9215
8,48,0.3,0.0062,0.2,2,0.0417,40.775,-73.925,40.7786,-73.9232
13,48,0.3,0.0062,0.2,2,0.0417,40.715,-74.015,40.7116,-74.0161
20,48,0.3,0.0062,0.2,2,0.0417,40.855,-73.885,40.8578,-73.886
27,48,0.3,0.0062,0.2,2,0.0417,40.555,-73.905,40.559,-73.9098
31,48,0.3,0.0062,0.2,2,0.0417,40.855,-73.875,40.8599,-73.8757
34,48,0.3,0.0062,0.2,2,0.0417,40.705,-73.965,40.7026,-73.9677
38,48,0.3,0.0062,0.2,2,0.0417,40.695,-73.735,40.6933,-73.7355
41,48,0.3,0.0062,0.2,2,0.0417,40.805,-73.955,40.8042,-73.9521
42,48,0.3,0.0062,0.2,2,0.0417,40.825,-73.935,40.821,-73.9395
43,48,0.3,0.0062,0.2,2,0.0417,40.785,-73.965,40.7825,-73.9656
45,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.995,40.7131,-73.9983
50,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.995,40.7667,-73.9939
54,48,0.3,0.0062,0.2,2,0.0417,40.685,-74.005,40.6861,-74.0033
56,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.855,40.7416,-73.8591
57,48,0.3,0.0062,0.2,2,0.0417,40.755,-73.855,40.7523,-73.8534
59,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.895,40.8389,-73.8931
60,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.885,40.8313,-73.8898
63,48,0.3,0.0062,0.2,2,0.0417,40.685,-73.875,40.6848,-73.8777
68,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.995,40.7484,-73.9999
69,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.915,40.8306,-73.9154
70,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.865,40.7639,-73.8684
74,48,0.3,0.0062,0.2,2,0.0417,40.805,-73.935,40.8056,-73.9383
77,48,0.3,0.0062,0.2,2,0.0417,40.665,-73.895,40.6677,-73.8957
79,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.985,40.7279,-73.9852
80,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.945,40.7145,-73.9423
82,48,0.3,0.0062,0.2,2,0.0417,40.735,-73.875,40.7385,-73.8723
83,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.885,40.7401,-73.8892
87,48,0.3,0.0062,0.2,2,0.0417,40.705,-74.005,40.7067,-74.0078
90,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.995,40.7425,-73.9968
92,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.835,40.7641,-73.8304
93,48,0.3,0.0062,0.2,2,0.0417,40.735,-73.845,40.7392,-73.8419
95,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.845,40.7235,-73.8482
96,48,0.3,0.0062,0.2,2,0.0417,40.695,-73.875,40.6958,-73.876
107,48,0.3,0.0062,0.2,2,0.0417,40.735,-73.985,40.7373,-73.9833
112,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.945,40.7288,-73.9485
114,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.995,40.7286,-73.9987
116,48,0.3,0.0062,0.2,2,0.0417,40.825,-73.945,40.8275,-73.9474
119,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.925,40.8367,-73.927
122,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.765,40.7111,-73.7616
125,48,0.3,0.0062,0.2,2,0.0417,40.725,-74.005,40.7254,-74.0072
126,48,0.3,0.0062,0.2,2,0.0417,40.815,-73.885,40.8139,-73.885
128,48,0.3,0.0062,0.2,2,0.0417,40.875,-73.925,40.8722,-73.9254
129,48,0.3,0.0062,0.2,2,0.0417,40.755,-73.885,40.7591,-73.8874
136,48,0.3,0.0062,0.2,2,0.0417,40.865,-73.905,40.8648,-73.9057
138,48,0.3,0.0062,0.2,2,0.0417,40.775,-73.875,40.7749,-73.8728
144,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.995,40.7206,-73.9974
145,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.945,40.7466,-73.9487
147,48,0.3,0.0062,0.2,2,0.0417,40.815,-73.895,40.8192,-73.8982
148,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.995,40.7192,-73.9907
153,48,0.3,0.0062,0.2,2,0.0417,40.875,-73.915,40.8756,-73.9111
157,48,0.3,0.0062,0.2,2,0.0417,40.725,-73.905,40.724,-73.9019
159,48,0.3,0.0062,0.2,2,0.0417,40.815,-73.915,40.8183,-73.9136
160,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.885,40.7185,-73.8807
163,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.975,40.7644,-73.9784
164,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.985,40.7488,-73.9859
167,48,0.3,0.0062,0.2,2,0.0417,40.825,-73.905,40.828,-73.9044
168,48,0.3,0.0062,0.2,2,0.0417,40.805,-73.915,40.8074,-73.9171
169,48,0.3,0.0062,0.2,2,0.0417,40.845,-73.905,40.8491,-73.905
173,48,0.3,0.0062,0.2,2,0.0417,40.755,-73.865,40.7518,-73.8631
179,48,0.3,0.0062,0.2,2,0.0417,40.775,-73.925,40.7714,-73.9268
182,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.855,40.8374,-73.8579
186,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.995,40.7485,-73.9925
191,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.745,40.7143,-73.7411
195,48,0.3,0.0062,0.2,2,0.0417,40.675,-74.005,40.6755,-74.0095
199,48,0.3,0.0062,0.2,2,0.0417,40.795,-73.885,40.792,-73.8835
200,48,0.3,0.0062,0.2,2,0.0417,40.895,-73.905,40.8999,-73.9065
201,48,0.3,0.0062,0.2,2,0.0417,40.575,-73.845,40.5775,-73.8472
205,48,0.3,0.0062,0.2,2,0.0417,40.695,-73.765,40.6922,-73.7626
206,48,0.3,0.0062,0.2,2,0.0417,40.635,-74.125,40.636,-74.1232
207,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.895,40.7635,-73.8993
209,48,0.3,0.0062,0.2,2,0.0417,40.705,-74.005,40.7085,-74.0024
211,48,0.3,0.0062,0.2,2,0.0417,40.725,-74.005,40.7239,-74.0014
212,48,0.3,0.0062,0.2,2,0.0417,40.825,-73.865,40.8283,-73.8699
213,48,0.3,0.0062,0.2,2,0.0417,40.815,-73.865,40.8165,-73.8608
215,48,0.3,0.0062,0.2,2,0.0417,40.695,-73.795,40.6942,-73.7904
217,48,0.3,0.0062,0.2,2,0.0417,40.705,-73.955,40.7032,-73.9568
220,48,0.3,0.0062,0.2,2,0.0417,40.885,-73.915,40.8819,-73.9119
221,48,0.3,0.0062,0.2,2,0.0417,40.625,-74.085,40.6202,-74.0813
223,48,0.3,0.0062,0.2,2,0.0417,40.775,-73.905,40.7782,-73.9067
224,48,0.3,0.0062,0.2,2,0.0417,40.735,-73.975,40.7317,-73.9778
226,48,0.3,0.0062,0.2,2,0.0417,40.735,-73.925,40.7353,-73.9293
227,48,0.3,0.0062,0.2,2,0.0417,40.645,-74.005,40.6416,-74.0068
228,48,0.3,0.0062,0.2,2,0.0417,40.655,-74.005,40.6536,-74.01
231,48,0.3,0.0062,0.2,2,0.0417,40.715,-74.005,40.7187,-74.0067
232,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.985,40.7154,-73.9823
234,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.995,40.7403,-73.9905
236,48,0.3,0.0062,0.2,2,0.0417,40.785,-73.955,40.7805,-73.957
237,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.965,40.7685,-73.9657
239,48,0.3,0.0062,0.2,2,0.0417,40.785,-73.975,40.7841,-73.9783
241,48,0.3,0.0062,0.2,2,0.0417,40.875,-73.895,40.876,-73.8965
246,48,0.3,0.0062,0.2,2,0.0417,40.755,-74.005,40.7524,-74.0045
247,48,0.3,0.0062,0.2,2,0.0417,40.825,-73.925,40.8292,-73.9251
248,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.875,40.8347,-73.871
250,48,0.3,0.0062,0.2,2,0.0417,40.835,-73.845,40.8325,-73.8495
253,48,0.3,0.0062,0.2,2,0.0417,40.765,-73.845,40.7601,-73.8415
255,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.955,40.7188,-73.9571
256,48,0.3,0.0062,0.2,2,0.0417,40.715,-73.955,40.711,-73.9591
258,48,0.3,0.0062,0.2,2,0.0417,40.695,-73.855,40.6901,-73.8566
260,48,0.3,0.0062,0.2,2,0.0417,40.745,-73.905,40.7468,-73.9037
263,48,0.3,0.0062,0.2,2,0.0417,40.775,-73.955,40.7785,-73.9512
130,48,0.3,0.0062,0.1,3,0.0625,40.705,-73.805,40.7033,-73.8003
11,48,0.2,0.0042,0.2,1,0.0208,40.605,-74.015,40.604,-74.0106
14,48,0.2,0.0042,0.2,1,0.0208,40.625,-74.035,40.6236,-74.0304
67,48,0.2,0.0042,0.2,1,0.0208,40.615,-74.015,40.6185,-74.0147
76,48,0.2,0.0042,0.2,1,0.0208,40.655,-73.875,40.6587,-73.8784
113,48,0.2,0.0042,0.2,1,0.0208,40.735,-73.995,40.7325,-73.9946
131,48,0.2,0.0042,0.2,1,0.0208,40.725,-73.775,40.7204,-73.7714
2,48,0.2,0.0042,0.1,2,0.0417,40.625,-73.825,40.6257,-73.8261
10,48,0.2,0.0042,0.1,2,0.0417,40.675,-73.795,40.6781,-73.7917
75,48,0.2,0.0042,0.1,2,0.0417,40.795,-73.945,40.7907,-73.945
120,48,0.2,0.0042,0.1,2,0.0417,40.845,-73.935,40.846,-73.9308
127,48,0.2,0.0042,0.1,2,0.0417,40.865,-73.925,40.8651,-73.9203
132,48,0.2,0.0042,0.1,2,0.0417,40.645,-73.775,40.6426,-73.7783
151,48,0.2,0.0042,0.1,2,0.0417,40.795,-73.965,40.7979,-73.9678
152,48,0.2,0.0042,0.1,2,0.0417,40.815,-73.955,40.8176,-73.9543
180,48,0.2,0.0042,0.1,2,0.0417,40.675,-73.845,40.6752,-73.8494
194,48,0.2,0.0042,0.1,2,0.0417,40.795,-73.925,40.7914,-73.921
197,48,0.2,0.0042,0.1,2,0.0417,40.695,-73.825,40.693,-73.829
203,48,0.2,0.0042,0.1,2,0.0417,40.655,-73.735,40.6595,-73.7367
218,48,0.2,0.0042,0.1,2,0.0417,40.675,-73.775,40.6736,-73.7721
235,48,0.2,0.0042,0.1,2,0.0417,40.855,-73.915,40.8535,-73.915
238,48,0.2,0.0042,0.1,2,0.0417,40.795,-73.975,40.7918,-73.9728
244,48,0.2,0.0042,0.1,2,0.0417,40.845,-73.945,40.8412,-73.9417
262,48,0.2,0.0042,0.1,2,0.0417,40.775,-73.945,40.7765,-73.9458
30,48,0.1,0.0021,0.1,1,0.0208,40.605,-73.825,40.6049,-73.8201
39,48,0.1,0.0021,0.1,1,0.0208,40.635,-73.895,40.6389,-73.8998
86,48,0.1,0.0021,0.1,1,0.0208,40.605,-73.755,40.6026,-73.7542
117,48,0.1,0.0021,0.1,1,0.0208,40.595,-73.775,40.5961,-73.7761
124,48,0.1,0.0021,0.1,1,0.0208,40.655,-73.855,40.6596,-73.85
139,48,0.1,0.0021,0.1,1,0.0208,40.675,-73.745,40.6777,-73.7433
216,48,0.1,0.0021,0.1,1,0.0208,40.675,-73.825,40.6771,-73.8205
219,48,0.1,0.0021,0.1,1,0.0208,40.665,-73.765,40.6602,-73.761
222,48,0.1,0.0021,0.1,1,0.0208,40.645,-73.885,40.6469,-73.8821
