time,count,sum,mean,median,max,std,active_entities,pct_active_entities
2026-01-01 00:00:00,259,0.0,0.0,0.0,0.0,0.0,0,0.0
2026-01-01 00:05:00,259,0.0,0.0,0.0,0.0,0.0,0,0.0
