0-MAE,0-MAPE,0-RMSE,0-masked_MAE,0-masked_MAPE,0-masked_RMSE,1-MAE,1-MAPE,1-RMSE,1-masked_MAE,1-masked_MAPE,1-masked_RMSE
9.550765037536621,inf,18.294546127319336,13.163655281066895,0.12739242613315582,21.957599639892578,9.026226997375488,inf,15.957990646362305,11.566486358642578,0.12817883491516113,18.36867332458496
